Company Name,Location,Description,Batch,Context,YC URL,Contact Source
Clarm,"San Francisco, CA, USA",Capture inbound revenue whilst you build,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/clarm,https://www.ycombinator.com/companies/clarm - Check company website for contact info
Beluga,"San Francisco, CA, USA",Influencer marketing that converts,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/beluga,https://www.ycombinator.com/companies/beluga - Check company website for contact info
Kaelio,,AI that operates your business,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/kaelio,https://www.ycombinator.com/companies/kaelio - Check company website for contact info
Dolphin,"New York, NY, USA",Dolphin is a startup in a box.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/dolphin,https://www.ycombinator.com/companies/dolphin - Check company website for contact info
Zeon Systems,"San Francisco, CA, USA",AI-powered robotics for scientific lab automation.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/zeon-systems,https://www.ycombinator.com/companies/zeon-systems - Check company website for contact info
The Robot Learning Company,"San Francisco, CA, USA",The infrastructure that robot intelligence is built and deployed on.,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/the-robot-learning-company,https://www.ycombinator.com/companies/the-robot-learning-company - Check company website for contact info
HelixDB,"London, England, United Kingdom",The fastest & most scalable graph-vector database on the market,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/helixdb,https://www.ycombinator.com/companies/helixdb - Check company website for contact info
Chonkie,,Deep research on autopilot,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/chonkie,https://www.ycombinator.com/companies/chonkie - Check company website for contact info
Almond,"San Francisco, CA, USA",Robot hardware for AI,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/almond-2,https://www.ycombinator.com/companies/almond-2 - Check company website for contact info
Claim Health,"New York, NY, USA",AI Revenue Platform for Post-Acute Care,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/claim-health,https://www.ycombinator.com/companies/claim-health - Check company website for contact info
Capacitive,"San Francisco, CA, USA",The data gateway for agents.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/capacitive,https://www.ycombinator.com/companies/capacitive - Check company website for contact info
Acolite,"New York, NY, USA",AI Teammates for Insurance Agencies,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/acolite,https://www.ycombinator.com/companies/acolite - Check company website for contact info
Ralo,"San Francisco, CA, USA",Find Your Best Mortgage Deal,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/ralo,https://www.ycombinator.com/companies/ralo - Check company website for contact info
Auctor,"New York, NY, USA",The agentic operating system for modern system integrators.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/auctor,https://www.ycombinator.com/companies/auctor - Check company website for contact info
neoncoral,,🪸 AI consumer social,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/neoncoral,https://www.ycombinator.com/companies/neoncoral - Check company website for contact info
Galen AI,,"Personal AI healthcare agent, powered by clinical and wearable data.",Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/galen-ai,https://www.ycombinator.com/companies/galen-ai - Check company website for contact info
SynthioLabs,"San Francisco, CA, USA",Agentic AI platform for Pharma GTM teams,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/synthiolabs,https://www.ycombinator.com/companies/synthiolabs - Check company website for contact info
Cua,,Give every agent a cloud desktop,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/cua,https://www.ycombinator.com/companies/cua - Check company website for contact info
Minerva,,AI native accounting firm,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/minerva,https://www.ycombinator.com/companies/minerva - Check company website for contact info
GroundControl,"San Francisco, CA, USA",Vertical AI for highly-regulated manufacturing,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/groundcontrol,https://www.ycombinator.com/companies/groundcontrol - Check company website for contact info
Avallon AI,,AI agents for insurance claims operations,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/avallon-ai,https://www.ycombinator.com/companies/avallon-ai - Check company website for contact info
Bloom,,Build and share mobile apps in seconds,Spring 2025,YC Spring 2025 startup - SaaS platform that needs product pages indexed quickly for user acquisition,https://www.ycombinator.com/companies/bloom-4,https://www.ycombinator.com/companies/bloom-4 - Check company website for contact info
cubic,"London, England, United Kingdom",AI-powered code review platform,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/cubic,https://www.ycombinator.com/companies/cubic - Check company website for contact info
Notus Autonomous Systems,"San Francisco, CA, USA",Arbitrary size interference resistant drone swarms using EHF radios,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/notus-autonomous-systems,https://www.ycombinator.com/companies/notus-autonomous-systems - Check company website for contact info
Autostep,,Uncover repetitive tasks and automate them,Spring 2025,YC Spring 2025 startup - Startup that needs their website pages indexed fast for visibility,https://www.ycombinator.com/companies/autostep,https://www.ycombinator.com/companies/autostep - Check company website for contact info
Golf,,Agentic AI Security and Governance,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/golf,https://www.ycombinator.com/companies/golf - Check company website for contact info
BitBoard,"San Francisco, CA, USA",The best way to use AI for spreadsheets.,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/bitboard,https://www.ycombinator.com/companies/bitboard - Check company website for contact info
nao Labs,"San Francisco, CA, USA",Open Source Analytics Agent,Spring 2025,YC Spring 2025 startup - AI/ML platform that needs fast indexing for their tool pages to attract early adopters,https://www.ycombinator.com/companies/nao-labs,https://www.ycombinator.com/companies/nao-labs - Check company website for contact info
